order_id,customer_id,order_date,order_amount
536564,13468,2010-12-01 15:08:00,51.4
536566,16928,2010-12-01 15:21:00,116.25
536567,16048,2010-12-01 15:27:00,251.40000000000003
536568,16048,2010-12-01 15:28:00,5.04
536569,16274,2010-12-01 15:35:00,357.95
536570,14496,2010-12-01 15:35:00,304.34000000000003
536571,14696,2010-12-01 15:37:00,294.62
536572,16539,2010-12-01 15:40:00,442.35
536573,17025,2010-12-01 15:45:00,143.12
536574,17025,2010-12-01 15:46:00,17.85
536575,13777,2010-12-01 16:01:00,1552.98
536576,13777,2010-12-01 16:11:00,2558.42
536577,13777,2010-12-01 16:13:00,497.0
536578,17690,2010-12-01 16:15:00,279.6
536579,13777,2010-12-01 16:16:00,315.96000000000004
536580,17690,2010-12-01 16:17:00,97.2
536581,13777,2010-12-01 16:19:00,330.0
536582,12947,2010-12-01 16:21:00,304.04
536583,13777,2010-12-01 16:21:00,198.0
536584,13777,2010-12-01 16:22:00,1132.8000000000002
536585,17460,2010-12-01 16:24:00,19.9
536586,18229,2010-12-01 16:25:00,344.2
536587,14142,2010-12-01 16:33:00,311.81
536588,17069,2010-12-01 16:49:00,277.05
536590,13065,2010-12-01 16:52:00,205.86
536591,14606,2010-12-01 16:57:00,159.26
536593,16835,2010-12-01 17:15:00,81.75
536594,15235,2010-12-01 17:22:00,79.5
536595,13576,2010-12-01 17:24:00,349.15
536597,18011,2010-12-01 17:35:00,102.79
536598,13090,2010-12-02 07:48:00,160.6
536599,15694,2010-12-02 07:49:00,306.4
536600,17850,2010-12-02 08:32:00,251.62
536601,17850,2010-12-02 08:33:00,22.200000000000003
536602,17850,2010-12-02 08:34:00,163.76
536603,17850,2010-12-02 08:40:00,22.200000000000003
536604,14741,2010-12-02 08:43:00,184.5
536605,13715,2010-12-02 08:52:00,272.65000000000003
536607,17732,2010-12-02 09:29:00,303.97
536608,12855,2010-12-02 09:37:00,38.1
536609,17850,2010-12-02 09:41:00,244.46
536610,17850,2010-12-02 09:42:00,22.200000000000003
536611,15752,2010-12-02 09:43:00,259.65000000000003
536612,17850,2010-12-02 09:44:00,206.76
536613,17855,2010-12-02 09:44:00,208.97
536614,17850,2010-12-02 09:44:00,22.200000000000003
536615,14047,2010-12-02 10:09:00,286.92
536616,17925,2010-12-02 10:10:00,244.08
536617,13941,2010-12-02 10:17:00,1095.12
536618,17017,2010-12-02 10:17:00,780.12
536619,17017,2010-12-02 10:18:00,97.2
536620,14135,2010-12-02 10:27:00,485.25
536621,13108,2010-12-02 10:35:00,350.06
536623,15601,2010-12-02 10:39:00,768.38
536624,13418,2010-12-02 10:45:00,610.64
536626,13418,2010-12-02 10:46:00,12.6
536627,15658,2010-12-02 10:53:00,306.2
536628,17850,2010-12-02 10:54:00,230.56
536629,17850,2010-12-02 10:55:00,22.200000000000003
536630,17850,2010-12-02 10:56:00,244.46
536631,17850,2010-12-02 10:58:00,22.200000000000003
536632,14388,2010-12-02 11:02:00,312.8
536633,14901,2010-12-02 11:20:00,204.15
536634,18041,2010-12-02 11:21:00,193.78
536635,15955,2010-12-02 11:22:00,572.38
536636,15070,2010-12-02 11:23:00,106.2
536637,18041,2010-12-02 11:35:00,235.16
536638,16244,2010-12-02 11:41:00,1056.63
536639,15111,2010-12-02 11:45:00,288.5
536641,12748,2010-12-02 11:46:00,4.25
536643,14390,2010-12-02 11:57:00,223.7
536663,16546,2010-12-02 12:07:00,299.40000000000003
536667,15260,2010-12-02 12:09:00,362.5
536670,15260,2010-12-02 12:09:00,58.0
536671,13305,2010-12-02 12:10:00,136.2
536672,14491,2010-12-02 12:10:00,127.2
536673,14060,2010-12-02 12:11:00,339.84
536674,15923,2010-12-02 12:16:00,127.08
536676,16752,2010-12-02 12:18:00,207.5
536681,17287,2010-12-02 12:22:00,113.92
536685,17850,2010-12-02 12:23:00,380.46
536688,17850,2010-12-02 12:24:00,22.200000000000003
536690,17850,2010-12-02 12:25:00,331.26
536693,17850,2010-12-02 12:26:00,22.200000000000003
536698,15363,2010-12-02 12:28:00,326.0
536707,12915,2010-12-02 12:33:00,199.65
536732,15544,2010-12-02 12:47:00,354.54
536733,15738,2010-12-02 12:50:00,329.65000000000003
536735,17381,2010-12-02 12:58:00,211.2
536736,17381,2010-12-02 12:59:00,824.88
536738,15827,2010-12-02 13:06:00,98.18
536739,14180,2010-12-02 13:08:00,201.75
536740,15827,2010-12-02 13:08:00,92.75
536741,13117,2010-12-02 13:11:00,202.12
536742,16916,2010-12-02 13:14:00,198.08
536743,17964,2010-12-02 13:32:00,261.76
536744,14466,2010-12-02 13:36:00,379.75
536745,17235,2010-12-02 13:38:00,341.9
536746,16510,2010-12-02 13:39:00,248.1
536747,17802,2010-12-02 13:44:00,100.2
536748,15107,2010-12-02 13:45:00,116.0
536749,17976,2010-12-02 13:49:00,353.19
536750,17850,2010-12-02 14:04:00,434.8
536751,17850,2010-12-02 14:05:00,22.200000000000003
536752,17850,2010-12-02 14:06:00,390.66
536753,17850,2010-12-02 14:07:00,22.200000000000003
536754,14449,2010-12-02 14:09:00,210.24
536759,16781,2010-12-02 14:26:00,311.25
536761,13491,2010-12-02 14:30:00,98.9
536762,16186,2010-12-02 14:40:00,307.68
536763,17685,2010-12-02 14:42:00,452.52
536769,17581,2010-12-02 14:47:00,668.4
536771,17581,2010-12-02 14:49:00,118.38
536777,15732,2010-12-02 15:00:00,138.1
536778,13138,2010-12-02 15:03:00,193.23
536779,15823,2010-12-02 15:08:00,15.0
536781,17460,2010-12-02 15:14:00,50.400000000000006
536782,17567,2010-12-02 15:18:00,517.95
536783,15061,2010-12-02 15:19:00,4076.48
536784,15061,2010-12-02 15:20:00,2170.9
536785,15061,2010-12-02 15:22:00,2730.96
536786,15061,2010-12-02 15:23:00,324.0
536787,17850,2010-12-02 15:24:00,192.46
536788,15061,2010-12-02 15:25:00,75.0
536789,17850,2010-12-02 15:25:00,22.200000000000003
536790,17850,2010-12-02 15:26:00,532.01
536791,17850,2010-12-02 15:27:00,44.400000000000006
536792,15061,2010-12-02 15:28:00,30.0
536793,16203,2010-12-02 15:39:00,170.7
536794,13767,2010-12-02 15:40:00,322.8
536795,15640,2010-12-02 15:40:00,333.72
536796,15574,2010-12-02 15:46:00,375.65
536797,16770,2010-12-02 15:49:00,130.8
536798,17838,2010-12-02 15:55:00,717.1600000000001
536799,17228,2010-12-02 16:00:00,183.3
536800,14829,2010-12-02 16:12:00,236.97
536802,17412,2010-12-02 16:29:00,197.3
536803,14911,2010-12-02 16:33:00,22.5
536804,14031,2010-12-02 16:34:00,1714.25
536805,14775,2010-12-02 16:38:00,406.56
536806,12971,2010-12-02 16:42:00,45.12
536808,17659,2010-12-02 16:46:00,247.8
536809,15299,2010-12-02 16:48:00,1003.2
536810,15299,2010-12-02 16:50:00,303.96
536811,15299,2010-12-02 16:51:00,527.85
536813,15646,2010-12-02 16:59:00,189.8
536819,13402,2010-12-02 17:12:00,308.28000000000003
536821,17757,2010-12-02 17:17:00,143.45000000000002
536823,13011,2010-12-02 17:22:00,50.55
536824,13798,2010-12-02 17:24:00,408.0
536830,16754,2010-12-02 17:38:00,2002.4
536831,16029,2010-12-02 17:40:00,569.4
536832,16634,2010-12-02 17:41:00,164.8
536833,18239,2010-12-02 17:48:00,438.1
536834,14576,2010-12-02 17:51:00,35.400000000000006
536835,13145,2010-12-02 18:06:00,295.0
536836,18168,2010-12-02 18:08:00,263.3
536837,14395,2010-12-02 18:15:00,308.68
536838,14865,2010-12-02 18:23:00,37.2
536839,15093,2010-12-02 18:25:00,623.73
536840,12738,2010-12-02 18:27:00,155.35
536841,16150,2010-12-02 18:27:00,393.42
536842,17552,2010-12-02 18:45:00,263.62
536843,17552,2010-12-02 18:46:00,34.9
536844,14236,2010-12-02 18:49:00,189.3
536845,17961,2010-12-02 19:18:00,127.55
536846,14573,2010-12-02 19:59:00,413.1
536847,17135,2010-12-03 09:31:00,215.58
536848,13408,2010-12-03 09:39:00,534.0
536849,17396,2010-12-03 09:45:00,397.5
536851,12967,2010-12-03 09:49:00,1368.4
536852,12686,2010-12-03 09:51:00,89.14
536856,13370,2010-12-03 10:26:00,754.87
536857,16883,2010-12-03 10:33:00,128.03
536858,13520,2010-12-03 10:36:00,303.4
536859,12841,2010-12-03 10:43:00,294.25
536860,16905,2010-12-03 10:43:00,254.4
536861,12427,2010-12-03 10:44:00,303.5
536863,17967,2010-12-03 11:19:00,123.07
536874,16891,2010-12-03 11:35:00,232.26
536884,14589,2010-12-03 11:42:00,39.75
536890,14156,2010-12-03 11:48:00,322.2
536938,14680,2010-12-03 12:05:00,1680.88
536943,17884,2010-12-03 12:11:00,187.51
536944,12557,2010-12-03 12:20:00,620.0
536945,14083,2010-12-03 12:24:00,309.54
536946,13013,2010-12-03 12:28:00,841.94
536947,13013,2010-12-03 12:29:00,686.4
536954,17809,2010-12-03 12:41:00,425.0
536956,14210,2010-12-03 12:43:00,304.95000000000005
536957,17809,2010-12-03 12:43:00,791.7
536960,16477,2010-12-03 12:48:00,225.65
536967,12600,2010-12-03 12:57:00,76.5
536968,16013,2010-12-03 13:09:00,534.0
536969,16013,2010-12-03 13:10:00,528.0
536970,17949,2010-12-03 13:12:00,1314.0
536971,12779,2010-12-03 13:40:00,248.16
536972,16926,2010-12-03 13:42:00,230.25
536973,17787,2010-12-03 13:43:00,736.28
536974,12682,2010-12-03 13:59:00,336.24
536975,14911,2010-12-03 14:04:00,1705.65
536976,14723,2010-12-03 14:18:00,149.8
536977,17954,2010-12-03 14:18:00,108.78
536980,17819,2010-12-03 14:26:00,591.47
536981,14723,2010-12-03 14:26:00,101.14
536983,12712,2010-12-03 14:30:00,175.53
536984,17841,2010-12-03 14:35:00,339.54
536985,15373,2010-12-03 14:40:00,334.3
536986,16140,2010-12-03 14:40:00,124.14
536987,17198,2010-12-03 14:54:00,272.01
536988,17238,2010-12-03 15:05:00,254.39
536989,17238,2010-12-03 15:10:00,115.7
536990,12793,2010-12-03 15:14:00,131.8
536992,15769,2010-12-03 15:16:00,91.8
536993,14396,2010-12-03 15:19:00,110.35
536994,14898,2010-12-03 15:25:00,98.5
537022,12725,2010-12-03 15:45:00,427.8
537023,16725,2010-12-03 16:02:00,122.15
537026,12395,2010-12-03 16:35:00,346.1
537030,16455,2010-12-03 16:44:00,246.3
537031,16455,2010-12-03 16:45:00,135.0
537034,13081,2010-12-03 17:20:00,2355.1800000000003
537035,13081,2010-12-03 17:21:00,11.6
537036,15545,2010-12-03 17:28:00,135.32999999999998
537037,17243,2010-12-05 10:03:00,256.90000000000003
537038,15465,2010-12-05 10:12:00,535.75
537040,13089,2010-12-05 10:27:00,734.3999999999999
537041,16033,2010-12-05 10:36:00,155.64
537042,13838,2010-12-05 10:45:00,238.11
537044,18055,2010-12-05 10:52:00,431.45
537045,15038,2010-12-05 10:54:00,126.43
537046,18109,2010-12-05 10:58:00,277.45
537047,13069,2010-12-05 11:02:00,326.6
537048,13069,2010-12-05 11:03:00,5.9
537049,16241,2010-12-05 11:04:00,277.65000000000003
537050,14800,2010-12-05 11:10:00,555.84
537051,15708,2010-12-05 11:12:00,350.68
537052,16839,2010-12-05 11:15:00,552.24
537053,16168,2010-12-05 11:38:00,275.8
537054,16931,2010-12-05 11:40:00,152.05
537055,16814,2010-12-05 11:45:00,273.29
537057,15351,2010-12-05 11:49:00,274.67
537058,13269,2010-12-05 11:51:00,351.43
537059,14813,2010-12-05 11:54:00,127.98
537065,12567,2010-12-05 11:57:00,1526.92
537067,14813,2010-12-05 11:57:00,27.45
537077,17062,2010-12-05 11:59:00,179.64
537081,15332,2010-12-05 12:00:00,1145.06
537086,15332,2010-12-05 12:01:00,438.0
537090,15332,2010-12-05 12:02:00,15.0
537111,14810,2010-12-05 12:08:00,180.44
537117,16353,2010-12-05 12:09:00,204.0
537126,18118,2010-12-05 12:13:00,475.86
537127,13831,2010-12-05 12:13:00,408.0
537128,12841,2010-12-05 12:15:00,211.74
537129,13506,2010-12-05 12:15:00,301.12
537130,17796,2010-12-05 12:23:00,114.65
537131,15716,2010-12-05 12:26:00,547.1
537133,18156,2010-12-05 12:29:00,206.23
537134,16983,2010-12-05 12:34:00,163.49
537135,17059,2010-12-05 12:35:00,722.36
537136,12748,2010-12-05 12:42:00,273.76
537137,16327,2010-12-05 12:43:00,535.6
537138,17211,2010-12-05 12:44:00,273.3
537139,17026,2010-12-05 12:47:00,33.15
537140,12748,2010-12-05 12:53:00,70.42
537141,15570,2010-12-05 12:57:00,517.65
537142,12748,2010-12-05 12:57:00,41.45
537144,15880,2010-12-05 13:00:00,343.28000000000003
537153,16718,2010-12-05 13:03:00,623.75
537154,15808,2010-12-05 13:05:00,1021.45
537155,12748,2010-12-05 13:05:00,75.64
537156,17858,2010-12-05 13:08:00,251.25
537158,16393,2010-12-05 13:10:00,184.8
537159,14527,2010-12-05 13:17:00,292.95
537160,14161,2010-12-05 13:18:00,283.15
537163,17863,2010-12-05 13:21:00,384.72
537176,16411,2010-12-05 13:26:00,131.5
537179,13767,2010-12-05 13:29:00,806.28
537192,16402,2010-12-05 13:42:00,211.8
537193,15023,2010-12-05 13:49:00,460.6
537194,17402,2010-12-05 13:53:00,271.2
537195,15311,2010-12-05 13:55:00,650.64
537196,15426,2010-12-05 13:55:00,411.42
537197,12647,2010-12-05 14:02:00,286.5
537198,12647,2010-12-05 14:03:00,85.5
537199,15894,2010-12-05 14:06:00,156.74
537200,15867,2010-12-05 14:17:00,112.9
537201,12472,2010-12-05 14:19:00,1631.3
537202,14506,2010-12-05 14:25:00,269.7
537204,15555,2010-12-05 14:45:00,198.43
537205,13034,2010-12-05 14:52:00,165.86
537206,15235,2010-12-05 15:02:00,85.55000000000001
537207,17402,2010-12-05 15:06:00,188.77
537208,15889,2010-12-05 15:12:00,297.92
537209,14606,2010-12-05 15:12:00,192.68
537210,15953,2010-12-05 15:15:00,209.84
537211,16143,2010-12-05 15:18:00,355.75
537212,12720,2010-12-05 15:21:00,473.39
537213,12748,2010-12-05 15:26:00,8.65
537214,16422,2010-12-05 15:35:00,1668.2
537215,12747,2010-12-05 15:38:00,358.55999999999995
537216,15502,2010-12-05 15:40:00,569.5
537217,15502,2010-12-05 15:40:00,167.2
537218,12763,2010-12-05 15:46:00,320.08
537219,14081,2010-12-05 15:47:00,423.52
537221,17965,2010-12-05 15:54:00,37.35
537222,14404,2010-12-05 16:00:00,133.48
537223,13579,2010-12-05 16:10:00,164.70000000000002
537224,13174,2010-12-05 16:24:00,1415.97
537225,12748,2010-12-05 16:41:00,496.48
537226,15987,2010-12-06 08:34:00,113.48
537227,17677,2010-12-06 08:42:00,922.4
537228,17677,2010-12-06 08:43:00,25.200000000000003
537229,17677,2010-12-06 08:44:00,17.4
537231,13652,2010-12-06 09:21:00,308.8
537233,17428,2010-12-06 09:37:00,353.0
537235,17381,2010-12-06 09:45:00,2567.6400000000003
537236,16858,2010-12-06 09:52:00,375.69000000000005
537238,16161,2010-12-06 10:03:00,164.2
537239,18219,2010-12-06 10:05:00,210.19
537241,14293,2010-12-06 10:18:00,364.92
537242,14748,2010-12-06 10:19:00,412.22
537243,16638,2010-12-06 10:19:00,50.400000000000006
537244,17674,2010-12-06 10:20:00,300.66
537245,14748,2010-12-06 10:24:00,58.2
537246,12808,2010-12-06 10:27:00,129.4
537247,13094,2010-12-06 10:34:00,223.68
537248,15899,2010-12-06 10:36:00,56.25
537249,16955,2010-12-06 10:38:00,33.0
537250,12708,2010-12-06 10:43:00,196.44
537254,15898,2010-12-06 11:01:00,382.69
537255,14443,2010-12-06 11:03:00,303.5
537256,16210,2010-12-06 11:06:00,2263.8
537257,17691,2010-12-06 11:10:00,142.5
537258,17227,2010-12-06 11:16:00,142.25
537262,15039,2010-12-06 11:26:00,611.51
537265,15919,2010-12-06 11:26:00,270.72
537298,13497,2010-12-06 11:37:00,153.5
537301,15860,2010-12-06 11:38:00,102.66
537312,14189,2010-12-06 11:42:00,311.24
537313,15304,2010-12-06 11:42:00,123.15
537332,14344,2010-12-06 11:58:00,322.8
537334,16719,2010-12-06 12:06:00,430.73
537335,15048,2010-12-06 12:15:00,98.7
537346,15301,2010-12-06 12:21:00,673.37
537350,14708,2010-12-06 12:23:00,419.06
537351,16898,2010-12-06 12:23:00,116.08
537354,12748,2010-12-06 12:23:00,133.07
537359,14825,2010-12-06 12:30:00,184.1
537360,18113,2010-12-06 12:31:00,76.32000000000001
537362,17596,2010-12-06 12:34:00,392.62
537365,15078,2010-12-06 12:38:00,449.9500000000001
537366,14085,2010-12-06 12:39:00,308.05
537367,15078,2010-12-06 12:39:00,25.200000000000003
537368,14911,2010-12-06 12:40:00,377.5
537369,17860,2010-12-06 12:41:00,252.8
537370,13155,2010-12-06 12:44:00,379.7
537371,15028,2010-12-06 12:47:00,185.97
537372,16919,2010-12-06 12:52:00,198.35
537374,17259,2010-12-06 12:55:00,381.64
537375,17019,2010-12-06 12:55:00,358.82
537376,16722,2010-12-06 12:59:00,480.68
537377,15882,2010-12-06 13:01:00,270.52
537378,14911,2010-12-06 13:06:00,784.15
537380,15882,2010-12-06 13:12:00,100.8
537381,14667,2010-12-06 13:13:00,511.56
537382,16710,2010-12-06 13:13:00,375.47
537384,15984,2010-12-06 13:21:00,122.7
537385,14487,2010-12-06 13:22:00,125.1
537386,14911,2010-12-06 13:32:00,20.85
537387,13468,2010-12-06 13:34:00,222.18
537388,17682,2010-12-06 13:35:00,391.5
537389,17757,2010-12-06 13:41:00,149.0
537390,16658,2010-12-06 13:47:00,123.24
537391,16550,2010-12-06 13:53:00,554.66
537392,17068,2010-12-06 13:58:00,166.15
537393,13089,2010-12-06 13:59:00,2415.04
537394,13089,2010-12-06 14:00:00,81.17999999999999
537395,15356,2010-12-06 14:05:00,150.22
537396,17223,2010-12-06 14:08:00,292.84000000000003
537397,16817,2010-12-06 14:19:00,244.2
537399,13030,2010-12-06 14:31:00,427.74
537400,17191,2010-12-06 14:36:00,422.81
537403,17191,2010-12-06 14:43:00,30.45
537404,17191,2010-12-06 14:46:00,56.85
537405,17841,2010-12-06 14:51:00,406.69
537407,15502,2010-12-06 14:55:00,192.7
537409,15194,2010-12-06 15:00:00,406.16
537410,14409,2010-12-06 15:03:00,151.20000000000002
537412,14409,2010-12-06 15:06:00,177.60000000000002
537415,16654,2010-12-06 15:09:00,227.4
537418,17884,2010-12-06 15:13:00,137.11
537419,13495,2010-12-06 15:14:00,510.95
537420,17519,2010-12-06 15:18:00,335.3
537421,17218,2010-12-06 15:25:00,292.54
537422,17812,2010-12-06 15:27:00,217.55
537423,14215,2010-12-06 15:34:00,166.0
537424,15602,2010-12-06 15:35:00,92.55
537428,17320,2010-12-06 15:38:00,450.92
537429,12748,2010-12-06 15:54:00,82.12
537433,12913,2010-12-06 16:36:00,417.62
537435,17920,2010-12-06 16:58:00,221.5
537440,17869,2010-12-06 17:16:00,214.32
537441,13564,2010-12-06 17:26:00,540.0
537446,18055,2010-12-07 09:13:00,569.03
537447,13963,2010-12-07 09:21:00,151.3
537448,17450,2010-12-07 09:23:00,39.6
537456,17450,2010-12-07 09:43:00,1989.24
537457,17511,2010-12-07 09:51:00,1644.94
537458,17091,2010-12-07 09:55:00,293.45000000000005
537459,17470,2010-12-07 09:57:00,178.4
537460,17616,2010-12-07 10:04:00,326.4
537461,15649,2010-12-07 10:06:00,510.0
537462,17228,2010-12-07 10:06:00,172.65
537463,12681,2010-12-07 10:08:00,1033.52
537464,14907,2010-12-07 10:14:00,618.07
537465,17735,2010-12-07 10:32:00,454.6
537467,16059,2010-12-07 10:36:00,118.25
537468,12567,2010-12-07 10:36:00,415.46
537469,17720,2010-12-07 10:43:00,102.0
537470,15018,2010-12-07 10:47:00,111.25
537471,14344,2010-12-07 10:51:00,17.85
537472,12971,2010-12-07 11:11:00,111.54
537476,15838,2010-12-07 11:26:00,957.5
537484,14733,2010-12-07 11:30:00,1830.02
537489,17017,2010-12-07 11:33:00,511.8
537509,13756,2010-12-07 11:41:00,532.8000000000001
537523,14176,2010-12-07 11:45:00,159.55
537538,15353,2010-12-07 11:49:00,311.65
537567,18119,2010-12-07 11:59:00,181.12
537592,17491,2010-12-07 12:18:00,327.40000000000003
537593,14282,2010-12-07 12:21:00,571.0
537594,12647,2010-12-07 12:28:00,596.8
537595,13569,2010-12-07 12:29:00,118.32
537598,14135,2010-12-07 12:37:00,319.0
537599,17954,2010-12-07 12:37:00,19.9
537601,17287,2010-12-07 12:43:00,108.78
537603,14673,2010-12-07 12:49:00,373.49
537604,13488,2010-12-07 13:01:00,1381.92
537605,16221,2010-12-07 13:13:00,166.74
537606,15002,2010-12-07 13:16:00,631.65
537607,15965,2010-12-07 13:18:00,156.19
537608,15024,2010-12-07 13:20:00,444.42
537609,17675,2010-12-07 13:22:00,617.12
537612,13769,2010-12-07 13:28:00,322.3
537614,16904,2010-12-07 13:29:00,322.8
537615,15898,2010-12-07 13:30:00,139.0
537616,16904,2010-12-07 13:30:00,15.9
537617,16086,2010-12-07 13:45:00,177.26
537618,15061,2010-12-07 13:50:00,2022.16
537619,13786,2010-12-07 13:53:00,230.4
537620,13880,2010-12-07 14:00:00,97.8
537622,13173,2010-12-07 14:30:00,165.94
537623,15858,2010-12-07 14:31:00,383.93
537624,12748,2010-12-07 14:41:00,306.84000000000003
537625,15180,2010-12-07 14:57:00,87.5
537626,12347,2010-12-07 14:57:00,711.79
537627,14739,2010-12-07 14:58:00,713.88
537628,16293,2010-12-07 15:02:00,378.75
537629,17419,2010-12-07 15:03:00,356.87
537631,17419,2010-12-07 15:04:00,17.4
537634,16775,2010-12-07 15:15:00,231.9
537635,16306,2010-12-07 15:18:00,68.1
537636,16950,2010-12-07 15:20:00,172.0
537646,17591,2010-12-07 15:39:00,406.6
537648,12839,2010-12-07 15:48:00,402.61
537649,13807,2010-12-07 15:48:00,112.6
537650,16125,2010-12-07 15:48:00,289.35
537653,17897,2010-12-07 15:54:00,268.73
537655,15081,2010-12-07 16:20:00,111.15
537657,18102,2010-12-07 16:42:00,9639.12
537658,18102,2010-12-07 16:43:00,395.76
537659,18102,2010-12-07 16:43:00,15885.49
537664,15024,2010-12-07 17:05:00,46.8
537665,16365,2010-12-07 17:19:00,139.86
537667,17870,2010-12-08 08:12:00,326.4
537668,14821,2010-12-08 08:43:00,48.8
537669,16863,2010-12-08 08:58:00,164.25
537670,13078,2010-12-08 09:07:00,514.39
537671,13267,2010-12-08 09:20:00,328.45
537672,13050,2010-12-08 09:30:00,328.01
537673,12709,2010-12-08 09:49:00,522.7
537674,15628,2010-12-08 09:51:00,319.18
537676,12386,2010-12-08 09:53:00,258.9
537678,16779,2010-12-08 09:56:00,356.91
537680,13599,2010-12-08 10:11:00,253.24
537681,13329,2010-12-08 10:11:00,304.2
537682,13599,2010-12-08 10:13:00,99.6
537683,12921,2010-12-08 10:14:00,365.4
537685,18077,2010-12-08 10:21:00,204.87
537686,14744,2010-12-08 10:21:00,225.0
537688,17406,2010-12-08 10:35:00,702.1
537689,15750,2010-12-08 10:36:00,301.52
537690,13983,2010-12-08 10:38:00,329.36
537691,13842,2010-12-08 10:39:00,310.57
537692,14796,2010-12-08 10:40:00,671.21
537693,12441,2010-12-08 10:45:00,173.55
537694,14901,2010-12-08 10:46:00,158.25
537698,13199,2010-12-08 10:51:00,468.68
537700,18229,2010-12-08 10:51:00,309.0
537707,14032,2010-12-08 10:53:00,303.86
537738,17706,2010-12-08 11:02:00,287.08
